RANK,SYSTEM,PROJECT,PROJECT ID,POINTS,POPULATION,PROJECT COST
69,Atwater,Treatment - Manganese Treatment & Well,1340001-9,20,"1,141","$7,303,000.00"
70,Wabasso,Treatment - Manganese Plant & Well,1640013-3,20,671,"$1,965,000.00"
71,Belview,Other - LSL Replacement,1640001-7,20,337,"$229,500.00"
72,Russell,Other - LSL Replacement Phase 1,1420008-6,20,312,"$69,000.00"
73,Russell,Other - LSL Replacement Phase 2,1420008-7,20,312,"$84,000.00"
74,Lamberton,Other - LSL Replacement,1640003-14,20,847,"$613,600.00"
75,Blomkest,Other - LSL Replacement,1340002-5,20,174,"$38,500.00"
76,Fairmont,Other - LSL Replacement,1460003-4,20,"10,328","$5,362,960.00"
77,Morgan,Other - LSL Replacement,1640006-6,20,896,"$130,000.00"
78,Winsted,Other - LSL Replacement,1430010-9,20,"1,912","$44,000.00"
79,Wabasha,Other - LSL Replacement,1790013-6,20,"2,477","$69,750.00"
80,Red Wing,Other - LSL Replacement,1250013-14,20,"16,366","$4,471,000.00"
81,Breckenridge,Other - LSL Replacement,1840002-5,20,"3,390","$840,000.00"
82,Raymond,Other - LSL Replacement,1340008-5,20,722,"$500,000.00"
83,Delavan,Treatment - Manganese Plant Rehab,1220003-1,20,206,"$2,018,300.00"
84,Atwater,Other - LSL Replacement,1340001-11,20,"1,136","$232,400.00"
85,Duluth,Other - LSL Repl Phase 5,1690011-17,20,"86,711","$3,876,000.00"
86,Duluth,Other - LSL Repl Phase 6,1690011-18,20,"86,711","$300,000.00"
87,Duluth,Other - LSL Repl Phase 7,1690011-19,20,"86,711","$3,360,000.00"
88,Duluth,Other - LSL Repl Phase 8,1690011-20,20,"86,711","$3,360,000.00"
89,Rich Prairie Sewer and Water District,Other - 2025 LSL Replacement,1490004-7,20,"1,418","$643,700.00"
90,Avoca,Treatment - Manganese TP & Well Pump,1510001-2,20,142,"$210,435.00"
91,Granite Falls,Other - LSL Replacement,1870004-3,20,"2,423","$1,060,000.00"
92,Saint Cloud,Other - LSL Pan Park Phase 4,1730027-28,20,"68,910","$155,940.00"
93,Saint Cloud,Other - LSL Lincoln Ave,1730027-29,20,"68,910","$90,965.00"
94,Saint Cloud,Other - LSL University Dr,1730027-30,20,"68,910","$141,760.00"
95,Saint Cloud,Other - LSL Park Addition,1730027-31,20,"68,910","$1,667,250.00"
96,Saint Cloud,Other - LSL Emergency Replacement,1730027-32,20,"68,910","$604,750.00"
97,Saint Paul Regional Water Services,Other - LSL Replacement Phase 3,1620026-25,20,"305,877","$29,000,000.00"
98,Sauk Rapids,Other - LSL Repl Along 2nd Ave. South,1050004-6,20,"13,830","$544,186.00"
99,Sauk Rapids,Treatment - PFAS TP Upgrade & New Wells,1050004-7,20,"13,830","$6,182,000.00"
100,Bird Island,Other - LSL Replacement,1650001-8,20,960,"$89,400.00"
101,Nashwauk,Other - LSL Replacement,1310024-6,20,"1,144","$544,000.00"
102,New Ulm,Other - LSL Replacement,1080003-5,20,"14,052","$183,600.00"
103,Moorhead,Other - LSL Replacement Phase 2,1140008-12,20,"43,409","$575,000.00"
104,Moorhead,Other - LSL Replacement Phase 3,1140008-15,20,"43,409","$790,625.00"
105,Moorhead,Other - LSL Replacement Phase 4,1140008-18,20,"43,409","$431,250.00"
106,Moorhead,Other - LSL Replacement No Watermain,1140008-21,20,"43,409","$937,500.00"
107,Moorhead,Other - LSL Replacement Phase 1,1140008-9,20,"43,409","$1,365,000.00"
108,Howard Lake,Other - LSL Replacement,1860010-11,20,"1,897","$121,500.00"
109,Howard Lake,Treatment - Manganese Treatment Plant,1860010-8,20,"1,897","$11,610,000.00"
110,Blue Earth Light and Water,Other - LSL Replacement 2025,1220001-7,20,"3,181","$1,965,600.00"
111,Gaylord,Treatment - Manganese TP Rehab,1720002-5,20,"2,082","$1,731,000.00"
112,Altura,Other - LSL Replacement,1850018-4,20,373,"$184,000.00"
113,Rose Creek,Other - LSL Replacement,1500014-3,20,454,"$243,000.00"
114,South Saint Paul,Other - LSL Replacement,1190020-4,20,"20,132","$3,115,000.00"
115,Saint Paul Regional Water Services,Other - LSL Replacement Phase 4,1620026-26,20,"309,751","$35,000,000.00"
116,Duluth,Other - LSL Fairmont 1,1690011-21,20,"86,772","$11,000,000.00"
117,Duluth,Other - LSL Lincoln 4,1690011-22,20,"86,772","$11,000,000.00"
118,Duluth,Other - LSL 40th Ave W,1690011-23,20,"86,772","$595,000.00"
119,Duluth,Other - LSL London Rd,1690011-24,20,"86,772","$1,140,000.00"
120,Wood Lake,Other - LSL Replacement,1870008-6,20,426,"$84,000.00"
121,Coon Rapids,Other - LSL Replacement 2026,1020017-5,20,"61,476","$1,600,000.00"
122,Coon Rapids,Other - LSL Replacement 2027,1020017-6,20,"61,476","$2,006,250.00"
123,Coon Rapids,Other - LSL Replacement 2028,1020017-7,20,"61,476","$2,143,750.00"
124,Coon Rapids,Other - LSL Replacement 2029,1020017-8,20,"61,476","$1,200,000.00"
125,Alden,Other - LSL Replacement,1240004-8,20,680,"$200,000.00"
126,Thief River Falls,Other - LSL Replacement,1570003-2,20,"8,871","$768,000.00"
127,Mabel,Other - LSL Replacement,1230007-3,20,803,"$250,000.00"
128,Minneapolis,Other - LSL Replacement Streets Year 1,1270024-14,20,"424,536","$360,000.00"
129,Minneapolis,Other - LSL Replacement Streets Year 2,1270024-15,20,"424,536","$2,817,400.00"
130,Minneapolis,Other - LSL Replacement Streets Year 3,1270024-16,20,"424,536","$8,306,847.00"
131,Minneapolis,Other - LSL Replacement Streets Year 4,1270024-17,20,"424,536","$8,556,052.00"
132,Minneapolis,Other - LSL Repl Green Zones Year 1,1270024-18,20,"424,536","$5,166,000.00"
133,Minneapolis,Other - LSL Repl Green Zones Year 2,1270024-19,20,"424,536","$4,978,400.00"
134,Minneapolis,Other - LSL Repl Green Zones Year 3,1270024-20,20,"424,536","$6,015,303.00"
135,Minneapolis,Other - LSL Repl Green Zones Year 4,1270024-21,20,"424,536","$6,195,762.00"
136,Anoka,Other - LSL Replacement (2024 St Area),1020001-1,20,"17,749","$250,000.00"
137,Anoka,Other - LSL Replacement (2000-14 Street),1020001-3,20,"17,749","$1,000,000.00"
138,Sauk Rapids,Other - 2025 LSL Replacement,1050004-13,20,"13,830","$1,126,400.00"
139,Winsted,Treatment - Manganese Plant,1430010-5,20,"1,962","$9,600,000.00"
140,Fridley,Treatment - PFAS Treatment Locke Park TP,1020031-3,20,"29,422","$6,375,000.00"
141,Saint Paul Regional Water Services,Other - LSL Replacement Phase 5,1620026-27,20,"308,806","$35,000,000.00"
142,Saint Paul Regional Water Services,Other - LSL Replacement Urgent 2025,1620026-28,20,"308,806","$600,000.00"
143,Minneapolis,Other - LSL Repl (Leaking LSL)-2024,1270024-22,20,"425,091","$1,590,000.00"
144,Monticello,Treatment - Manganese Treatment Plant,1860012-1,20,"13,583","$31,000,000.00"
145,Montrose,Treatment - Manganese Plant,1860016-5,20,"3,505","$13,850,000.00"
146,Maple Plain,Other - LSL Replacement,1270021-6,20,"1,650","$55,000.00"
147,Anoka,Other - LSL Replacement (2000-14 Phase 2,1020001-4,20,"17,892","$925,000.00"
148,Norwood-Young America,Other - LSL Replacement-Railroad St.,1100019-3,20,"3,838","$110,000.00"
149,Norwood-Young America,Other - LSL Replacement-SW 4th Ave.,1100019-5,20,"3,162","$110,000.00"
150,Minneapolis,Other - LSL Repl (Leaking Phase 2)-2025,1270024-24,20,"426,877","$1,820,000.00"
151,Maple Plain,Other - LSL Replacement Main St.,1270021-8,20,"1,780","$55,000.00"
152,Hollandale,Other - LSL Replacement,1240013-5,20,338,"$77,000.00"
153,Hastings,Treatment - PFAS Treatment Phase 2,1190012-2,20,"22,250","$26,700,000.00"
154,South Saint Paul,Treatment-PFAS Removal W4,1190020-6,20,"20,598","$6,630,000.00"
155,Coon Rapids,Other - LSL Replacement 2025,1020017-4,20,"63,296","$443,750.00"
156,Mound,Other - LSL Replacement,1270038-2,20,"9,447","$544,500.00"
157,Beaver Creek,Other - Manganese Connect to Rock County,1670001-1,18,266,"$260,000.00"
158,Holdingford,Source - Manganese New Well,1730014-2,18,697,"$511,650.00"
159,New Munich,Source - Manganese New Wells & Wellhouse,1730017-1,18,297,"$1,142,700.00"
160,Eagle Lake,Treatment - Manganese TP & New Well,1070002-3,18,"3,064","$14,135,000.00"
161,Coates,Other - New System Supplied by Rosemount,1190035-1,17.5,25,"$16,800,000.00"
162,Cuyuna,Source - Repl with Wells #2 & #3/Treat,1180011-4,15,231,"$459,300.00"
163,Belview,Source - New Wells & Raw Watermain,1640001-1,15,360,"$549,000.00"
164,Middle River,"Source - New Well, Pumphouse & Sealing",1450006-2,15,309,"$325,000.00"
165,Aurora,Consolidation - E Mesabi Joint Water Sys,1690002-6,15,"2,225","$27,166,202.00"
166,LaSalle,Source - Connect to Red Rock RWS,1830009-2,15,90,"$576,943.00"
167,New York Mills,Treatment - New TP/Well,1560017-9,15,"1,166","$7,000,000.00"
168,Granada,Source - Replacement Well,1460004-4,15,247,"$325,000.00"
169,Hanska,"Treatment - New Plant, Fe/Mn & New Well",1080002-2,15,419,"$6,610,000.00"
170,Balaton,Source - New Well & Sealing,1420001-3,15,601,"$568,100.00"
171,Brooten,Source - Replace Wells #1 & #2,1730005-5,15,550,"$704,550.00"
172,Nerstrand,Source - New Wells,1660009-2,15,217,"$508,000.00"
173,Foley,Other - LSL Replacement,1050001-11,15,"2,712","$1,706,795.00"
174,Foley,Treatment - Manganese Treatment Plant,1050001-4,15,"2,712","$13,325,500.00"
175,Janesville,Other - LSL Replacement,1810001-3,15,"2,455","$469,600.00"
176,Utica,Other - LSL Replacement,1850011-6,15,184,"$130,000.00"
177,Cottonwood,Other - LSL Replacement,1420002-4,15,"1,160","$275,000.00"
178,North Mankato,Other - LSL Replacement,1520005-2,15,"14,356","$780,000.00"
179,Northfield,Other - LSL Replacements,1660010-3,15,"20,374","$188,686.00"
180,Wyoming,Treatment - New Ra/Fe/Mn Plant,1130018-4,15,"3,850","$8,057,500.00"
181,Mazeppa,Other - LSL Replacement,1790009-4,15,956,"$153,000.00"
182,Lafayette,Treatment - Plant Addition,1520002-1,15,545,"$2,606,337.00"
183,Cottonwood,Other - Manganese Connect to LPRWS,1420002-5,15,"1,150","$3,875,000.00"
184,Rochester,Other - LSL Replacement 2025,1550010-3,15,"120,848","$375,000.00"
185,Buckman,Treatment - Manganese Treatment Plant,1490001-1,15,318,"$4,539,000.00"
186,Wrenshall,Other - LSL Replacement,1090013-5,15,362,"$735,000.00"
187,Inver Grove Heights,Treatment - Radium Treatment Plant Rehab,1190014-2,15,"35,539","$4,900,000.00"
188,Mound,Treatment - Manganese Plant,1270038-1,15,"9,480","$36,487,000.00"
189,Okabena,Other - Manganese Connect to RRRWS,1320005-3,15,180,"$2,112,000.00"
190,Shafer,Treatment - Manganese Treatment Plant,1130014-4,15,"1,140","$4,325,600.00"
191,Watertown,Other - LSL Replacement,1100012-6,15,"4,659","$72,150.00"
192,New Prague,Other - LSL Replacement 2025,1400013-7,15,"8,155","$380,000.00"
193,Waconia,Other - LSL Replacement,1100010-3,15,"12,993","$495,000.00"
194,Columbus,Treatment - Manganese TP,1020043-1,15,"4,180","$9,000,000.00"
195,Stillwater,Other - LSL Replacement,1820024-1,15,"19,316","$2,172,000.00"
196,Stillwater,Treatment - PFAS W10 Treatment Plant,1820024-3,15,"19,316","$15,795,000.00"
197,Lino Lakes,Treatment - Manganese Treatment Plant,1020023-3,15,"21,180","$34,500,000.00"
198,Otsego,Treatment - Manganese Pumphouse 3,1860026-2,15,"19,565","$12,000,000.00"
199,Otsego,Treatment - Manganese Pumphouse 4,1860026-3,15,"19,565","$10,550,000.00"
200,White Bear Township,Treatment - Manganese W6 TP,1620025-2,15,"10,896","$11,000,000.00"
201,Nielsville,Other - Connect to North Dakota ECRWD,1600012-6,13,82,"$2,064,343.00"
202,Clinton,Source - New Well,1060003-1,13,450,"$196,250.00"
203,Aitkin,Source - Well Installation,1010001-9,13,"2,126","$456,250.00"
204,Morgan,"Source - New Wells, Seal Old Wells",1640006-4,13,896,"$225,000.00"
205,Kilkenny,Source - New Well & Wellhouse,1400007-1,13,119,"$2,206,000.00"
206,Georgetown,Other - Connect to WCRW,1140014-1,13,67,"$1,965,000.00"
207,Perham,"Source - Well #10, Seal #3 & 4",1560023-10,13,"3,421","$505,000.00"
208,Danube,Source - New Well,1650004-1,13,493,"$313,000.00"
209,Kettle River,Source - New Well,1090008-1,13,117,"$392,000.00"
210,Swanville,"Source - New Well, Seal #1",1490007-10,13,311,"$486,000.00"
211,Halstad,Other - Connect to ECRW,1540003-3,13,622,"$3,456,275.00"
212,Beardsley,Source - New Well & Sealing,1060002-4,13,195,"$230,100.00"
213,Winnebago,Source - Well 3 & Wellhouse,1220011-6,13,"1,245","$910,000.00"
214,Maple Plain,Source - New Well #4 & Test Well,1270021-4,13,"1,768","$585,000.00"
215,Hollandale,Source - New Well,1240013-1,13,338,"$400,000.00"
216,Gem Lake,Watermain - Localized Water Distribution,1620038-1,12.5,500,"$6,860,000.00"
217,Onamia,Treatment - New Plant,1480003-4,12,871,"$4,350,000.00"
218,Floodwood,Watermain - Looping,1690048-4,12,501,"$727,300.00"
219,Dunnell,Watermain - Replace & Loop,1460002-3,12,270,"$2,353,000.00"
220,Clinton,Watermain - Looping,1060003-4,12,450,"$376,180.00"
221,Gonvick,Treatment - Plant Rehab,1150005-1,12,284,"$275,000.00"
222,Gonvick,Watermain - Repl Various Areas,1150005-2,12,284,"$3,243,000.00"
223,Hackensack,Watermain - Looping Project,1110008-5,12,277,"$662,600.00"
224,Hardwick,Watermain - WM Improvements,1670002-1,12,171,"$4,648,000.00"
225,Blackduck,Treatment - Plant Rehab,1040014-4,12,675,"$3,360,000.00"
226,Bigfork,Source - New Well & Plant Rehab,1310001-6,12,443,"$129,489.00"
227,New Auburn,Watermain - Replace & Loop,1720007-3,12,485,"$675,000.00"
228,Ulen,Treatment - TP Rehab,1140011-5,12,428,"$1,350,000.00"
229,Deer River,Treatment - Wellhouse 4 Rehab,1310007-5,12,908,"$1,098,900.00"
230,Dawson,Treatment - Plant Rehab,1370003-6,12,"1,540","$1,232,500.00"
231,McGregor,Treatment - Wellhouse Rehab,1010016-1,12,446,"$1,665,000.00"
232,McGregor,Watermain - Looping,1010016-2,12,446,"$2,348,000.00"
233,Wells,Treatment - Lime Softening Plant,1220010-2,12,"2,307","$6,405,000.00"
234,Browns Valley,Watermain - Replace & Loop,1780001-1,12,595,"$2,667,000.00"
235,Elbow Lake,Watermain - Replace & Loop 2nd,1260003-7,12,"1,200","$1,200,000.00"
236,Pine City,Watermain - Second River Crossing,1580008-3,12,"3,127","$306,800.00"
237,Pine City,Watermain - Northwest Looping,1580008-4,12,"3,113","$505,000.00"
238,Nielsville,Treatment - Wellhouse Rehab,1600012-3,12,89,"$271,310.00"
239,Saint James,Watermain - Ring Road Loop,1830006-8,12,"4,611","$217,540.00"
240,Gibbon,Watermain - 12th St. Looping,1720004-5,12,824,"$93,600.00"
241,Amboy,Treatment - RO for Chlorides,1070001-2,12,507,"$1,749,665.00"
242,Dennison,Treatment - New TP,1250021-1,12,173,"$1,605,000.00"
243,Dennison,Watermain - Looping,1250021-4,12,173,"$818,000.00"
244,Madelia,Watermain - Looping,1830004-5,12,"2,319","$576,000.00"
245,Roscoe,Source - New Well & Wellhouse,1730043-1,12,104,"$2,295,000.00"
246,LaSalle,Watermain - Looping,1830009-3,12,90,"$332,000.00"
247,Little Falls,Watermain - River Crossings,1490002-12,12,"9,084","$2,187,500.00"
248,Ruthton,"Treatment - Fe, Mn",1590007-1,12,282,"$5,024,000.00"
249,Ruthton,Watermain - Looping,1590007-3,12,282,"$1,836,000.00"
250,Mankato,Source - New Well #17,1070009-7,12,"42,803","$4,760,000.00"
251,Annandale,Watermain - Repl Elm St. & Loop Poplar.,1860002-7,12,"3,334","$1,724,315.00"
252,Georgetown,Watermain - Replacement,1140014-2,12,67,"$1,866,000.00"
253,Kinney,Treatment - New Facility,1690031-2,12,176,"$2,439,600.00"
254,Buffalo Lake,Treatment - Plant Rehab & New Well,1650003-5,12,653,"$1,738,000.00"
255,International Falls,Treatment - Plant Rehab,1360002-1,12,"5,816","$11,660,000.00"
256,Porter,Watermain - Replace & Loop,1870006-1,12,185,"$1,506,000.00"
257,Ellsworth,Watermain - Replace & Loop,1530005-1,12,171,"$893,400.00"
258,Danube,Watermain - Looping,1650004-4,12,493,"$304,000.00"
259,Bowlus,Source - Backup Well & Wellhouse,1490009-2,12,300,"$125,000.00"
260,Bowlus,Source - New Well & Wellhouse,1490009-3,12,300,"$600,000.00"
261,Fertile,Watermain - Replace & Loop,1600008-6,12,931,"$1,050,000.00"
262,Pelican Rapids,Watermain - Replace & Loop - Phase 2,1560019-4,12,"2,374","$1,904,263.00"
263,Stewart,Watermain - Looping Improvements,1430009-7,12,610,"$1,316,700.00"
264,Worthington,Treatment - Plant Rehab,1530011-1,12,"13,093","$2,395,000.00"
265,Balaton,Treatment - Rehab Plant,1420001-5,12,601,"$5,437,100.00"
266,Amboy,"Watermain - Repl North St.,Loop Radke St",1070001-1,12,651,"$1,150,875.00"
267,Warren,Watermain - Repl 7th Ave & Loop,1450012-7,12,"1,606","$490,000.00"
268,Kettle River,Treatment - TP Rehab,1090008-2,12,117,"$686,000.00"
269,Bellingham,Treatment - New Plant,1370001-1,12,168,"$3,000,000.00"
270,Rushmore,Treatment - New IE & RO Plant,1530009-6,12,342,"$2,282,000.00"
271,Blue Earth Light and Water,Watermain - Looping,1220001-6,12,"3,252","$1,939,400.00"
272,Garfield,Treatment - New Fe/Mn Plant & Well,1210021-1,12,362,"$4,536,000.00"
273,Verdi,Watermain - Replace & Looping,1410005-1,12,32,"$1,646,000.00"
274,Gilbert,Treatment - New Treatment Plant,1690020-8,12,"1,829","$12,759,000.00"
275,Grand Rapids,Treatment - Treatment Plant Improvements,1310011-4,12,"11,158","$10,000,000.00"
276,Hokah,Treatment - New Plant or Blend,1280004-5,12,572,"$3,000,000.00"
277,Comfrey,Watermain - Looping,1080001-6,12,360,"$349,000.00"
278,Winsted,Source - New Well #5,1430010-6,12,"2,296","$750,000.00"
279,Winsted,Watermain - CSAH 9 Looping w/Baker Ave,1430010-7,12,"2,296","$1,430,000.00"
280,Hector,Watermain - looping,1650009-5,12,972,"$477,000.00"
281,Atwater,Source - Well & Wellhouse Improvements,1340001-8,12,"1,014","$1,330,000.00"
282,Underwood,Treatment - Replace Plant,1560026-6,12,389,"$3,000,000.00"
283,Franklin,Watermain - Looping,1650006-6,12,508,"$195,880.00"
284,Silver Bay,Treatment - Plant Improvements,1380003-11,12,"1,610","$7,950,000.00"
285,Beardsley,Watermain - Replace & Loop,1060002-2,12,195,"$5,904,400.00"
286,Luverne,Watermain - Lewis & Clark 2nd Connection,1670004-2,12,"4,564","$3,000,000.00"
287,Blomkest,Treatment - New Treatment Plant,1340002-2,12,174,"$3,310,000.00"
288,Arlington,Treatment - Rehab Plant & Well 2,1720001-2,12,"2,230","$3,500,000.00"
289,Raymond,Treatment - New Plant,1340008-2,12,722,"$8,415,000.00"
290,Upsala,Watermain - Repl & Loop,1490008-4,12,497,"$520,000.00"
291,Kandiyohi,Treatment - New Fe/Mn Plant & Wells,1340003-3,12,554,"$3,620,000.00"
292,Kandiyohi,Watermain - Looping,1340003-5,12,554,"$433,000.00"
293,Browerville,Watermain - Replace & Loop,1770002-6,12,689,"$6,569,018.00"
294,Eden Valley,Watermain - Southwest Improvement Projec,1470012-7,12,"1,034","$2,268,500.00"
295,Bird Island,Watermain - Looping Improvements,1650001-6,12,960,"$327,600.00"
296,Manchester,Source - New Well,1240014-1,12,49,"$1,764,250.00"
297,LeSueur,Treatment - Plant Rehab,1400010-6,12,"4,174","$4,000,000.00"
298,LeSueur,Watermain - New Booster Station & Wtrmn,1400010-9,12,"4,174","$2,200,000.00"
299,Vesta,Watermain - Replace & Looping,1640012-7,12,315,"$10,267,000.00"
300,Ghent,Watermain - Replacement Phase 2,1420004-6,12,497,"$956,800.00"
301,Perley,Watermain - Replace & Loop,1540006-1,12,101,"$3,662,000.00"
302,Clearwater,Source - New Wells & Wellhouse,1860025-5,12,"1,859","$2,895,000.00"
303,New London,Watermain - 2025 Improvements,1340005-6,12,"1,193","$1,881,140.00"
304,Randolph,"Source New Well, Rehab Wellhouse",1190025-1,12,355,"$888,000.00"
305,Nerstrand,Treatment - New TP,1660009-1,12,217,"$5,731,000.00"
306,Northfield,Treatment - Gravity Filters and RO,1660010-2,12,"19,449","$33,450,000.00"
307,Zimmerman,Treatment - New Pressure Filter Plant,1710006-8,12,"5,657","$6,750,000.00"
308,Excelsior,Treatment - Plant Rehab,1270012-2,12,"2,414","$3,020,000.00"
309,Hollandale,Treatment - New TP,1240013-2,12,338,"$4,989,000.00"
310,Hastings,Treatment - PFAS Treatment Phase 3,1190012-3,12,"22,250","$21,600,000.00"
311,Harris,Watermain - Looping,1130005-5,12,890,"$541,600.00"
312,Harris,Source - New Well,1130005-6,12,890,"$600,000.00"
313,Mendota,Watermain - Area 1 Loop,1190030-2,12,140,"$1,795,000.00"
314,Mendota,Watermain - Area 3 Loop,1190030-4,12,140,"$2,066,000.00"
315,Chisago City,Treatment - Wellhouses Improvements,1130003-1,12,"5,576","$2,390,000.00"
316,Myrtle,Storage - New Hydropneumatic Tank,1240015-2,11,48,"$9,800.00"
317,Deerwood,"Storage - Replace w/100,000 Gal Tower",1180012-6,11,532,"$923,000.00"
318,Madelia,"Storage - New 200,000 Gal Tower",1830004-4,11,"2,319","$1,170,000.00"
319,Waseca,Storage - New 1MG West Side Tower,1810004-4,11,"9,124","$4,750,000.00"
