epic_merge_id,APPLICANT NAME,REGION,DEP PROJECT RATING,STREET ADDRESS,CITY,COUNTY,PWSID,PROJRANK,FUND SOURCE,PROJECT COST,MTGDATE,PROJECT TYPE,PROJ. DESCRIPTION,PROB. DESCRIPTION,POPULATION,PV RATING,GREEN PROJECT,GREEN CATEGORY,BUSINESS CASE,GREEN AMOUNT
11,COMBINED HAZLETON CITY AUTHORITY - VILLAGE OF BUCK MTN WATER MAIN REPLACEMENT - W,II,41,400 E. ARTHUR GARDNER PARKWAY,HAZLETON,LUZERNE,2408001,11,DWSRF,"$16,225,000",1/22/2025,"TRANS, PS","The project will consist of the replacement of an old pressure regulating station with a new building with valves above grade. Approx. 6,500 LF of new 8-inch ductile iron pipe replacing the existing. All existing customer service lines will be provided with new ¾-inch copper lines with new curb stops. The Dreck Creek Transmission line project will consist of approx. 21,000 LF of existing main including valves will be inspected and verified to be operational and in satisfactory condition if deficiencies are encountered, they will be repaired or replaced. A new parallel transmission main will also be installed alongside the existing pipe. This work includes approx. 14,900 LF of slip lining the existing 16-inch pipe, 5,130 LF of new 20-inch ductile iron pipe, and 60 LF of pipe installed under PennDOT ROW. The project will consist of upgrading and expansion of the existing 4.75 mgd Dreck Creek Pump Station to 10.47 mgd peak flow. This expansion will include the upgrade and expansion of the existing pump station building, upgraded electrical service, upgraded emergency generator, multiple new pumps, new variable speed controllers, new header piping, valves, meters, etc. A temporary station bypass pumping will be installed to facilitate renovations. This project will tie into the Dreck Creek Pipeline Project.","The Buck Mountain Waterline Replacement Project is being undertaken due to the large number of pipe failures, leaks, and repairs replacing an older deteriorating water transmission line constructed of cast iron and susceptible to failure due to age, operating pressure, and surges. This Dreck Creek Transmission Main project is directly related to the Dreck Creek Pump Station Project tying the new pump station into the raw water transmission main. This project is being undertaken to account for recent increases in the system demand and with a recent New Source Feasibility study to plan and project future demands. The Dreck Creek Pump Station project is being undertaken to account for recent increases in system demand and in compliance with a recent New Source Feasibility study to plan for future demands.","45,000",64,No,N/A,N/A,$0
12,BRADFORD CITY WATER AUTHORITY - SYSTEM-WIDE METER REPLACEMENTS,VI,41,28 KENNEDY STREET,BRADFORD,MCKEAN,6420014,12,DWSRF,"$4,118,500",1/22/2025,METERS,"The project will include replacing all 5,797 existing water meters with new water meters. Further, the project will include an Advanced Metering Infrastructure (AMI) system.","The Bradford City Water Authority provides potable water service for approximately 5,797 Authority customers located in the City of Bradford and the Townships of Bradford, Foster and Lafayette, McKean County, Pennsylvania. Additionally, Lewis Run Borough is served as a consecutive system. The average age of the Authority’s water meters is 25 years old. A number of the meters are failing and others have been found to be under-registering. The Authority has to reread an average of 4,800 meter readings per year, resulting in higher labor costs.","18,000",56,Yes,Water Efficiency,N/A,"$3,876,500"
13,AQUA PENNSYLVANIA INC. - WILLOWDALE CROSSING WELL PFAS PROJECT PWSID 1150098,I,38,762 LANCASTER AVE,BRYN MAWR,CHESTER,1150098,13,APPLICATION PENDING,"$2,500,000",,"TREAT, PFAS","The proposed PFAS treatment project includes replacement of the well pump and installation of one train of granular activated carbon treatment vessels, with heat tracing and insulation for piping and a heated enclosure for the treatment vessel valve tree, to be located separate and adjacent to the existing well facility. Samples of water collected at the Willowdale Crossing treatment facility for Willowdale Well 6 in Aqua's West Chester system have shown detections of PFOA.",Aqua Pennsylvania Inc. (Aqua PA) serves municipalities throughout southeastern Pennsylvania. Aqua PA has been monitoring perfluoroalkyl substances (PFAS) in its water supply. Samples of water collected at entry points in the Aqua PA West Chester system (PWSID 1150098) have been analyzed for perfluorooctanoic acid (PFOA) and perfluorooctane sulfonate (PFOS). Analytical results indicate detections of PFOA and PFOS in this system.,"33,918",43,No,N/A,N/A,$0
14,AQUA PENNSYLVANIA INC. - APPLEWOOD WELL HOUSE PFAS PROJECT PWSID 2400083,II,36,R.D. #3 BOX 313B,DALLAS,LUZERNE,2400083,14,DWSRF,"$1,030,000",1/22/2025,"TREAT, PFAS",The project will install ion exchange units to adsorb PFOS and PFOA compounds from existing well source.,This project will minimize the presence of PFOA and PFOS in finished water via treatment of the existing wells. Max PFOS sampled is 5.4 ppt and max PFOA is 4.6 ppt.,95,41,No,N/A,N/A,$0
15,AQUA PENNSYLVANIA INC. - WHITE HAVEN TREATMENT WELL PFAS PROJECT PWSID 2400108,II,33,50 E WOODHAVEN DRIVE,WHITE HAVEN,LUZERNE,2400108,15,APPLICATION PENDING,"$4,300,000",,"TREAT, PFAS",The project will install ion exchange units to adsorb PFOS and PFOA compounds at well source.,This project will minimize the presence of PFOA and PFOS in finished water via treatment of the existing well. The max PFOS sampled is 7.0 ppt and max PFOA is 4.0 ppt.,"1,200",48,No,N/A,N/A,$0
16,AQUA PENNSYLVANIA INC. - FRANKLIN WELL PFAS PROJECT 1150126,I,33,420 W MARKET ST,WEST CHESTER,CHESTER,1150126,16,APPLICATION PENDING,"$2,000,000",,"TREAT, PFAS","The proposed PFAS treatment project includes replacement of the well pump and installation of granular activated carbon treatment vessels, with heat tracing and insulation for piping and a heated enclosure for the treatment vessel valve tree, to be located separate and adjacent to the existing well facility.",Aqua Pennsylvania Inc. (Aqua PA) serves municipalities throughout southeastern Pennsylvania. Aqua PA has been monitoring perfluoroalkyl substances (PFAS) in its water supply. Samples of water collected at entry points in the Aqua PA Franklin system (PWSID 1150126) have been analyzed for perfluorooctanoic acid (PFOA) and perfluorooctane sulfonate (PFOS). Analytical results indicate detections of PFOA and PFOS in this system.,265,38,No,N/A,N/A,$0
17,AQUA PENNSYLVANIA INC. - FRIENDSHIP WELL PFAS PROJECT PWSID 1150137,I,33,PO BOX 309,EXTON,CHESTER,1150137,17,APPLICATION PENDING,"$2,100,000",,"TREAT, PFAS","The proposed PFAS treatment project includes replacement of both well pumps and installation of one train of anion exchange treatment vessels with pre-filtration, with heat tracing and insulation for piping and a heated enclosure for the treatment vessel valve tree, to be located separate and adjacent to the existing well facility. Samples of water collected at the combined treatment facility for Friendship Wells 2 and 4 in Aqua's Friendship system have shown detections of PFOA and PFOS.",Aqua Pennsylvania Inc. (Aqua PA) serves municipalities throughout southeastern Pennsylvania. Aqua PA has been monitoring perfluoroalkyl substances (PFAS) in its water supply. Samples of water collected at entry points in the Aqua PA Friendship system (PWSID 1150137) have been analyzed for perfluorooctanoic acid (PFOA) and perfluorooctane sulfonate (PFOS). Analytical results indicate detections of PFOA and PFOS in these systems.,"7,675",38,No,N/A,N/A,$0
18,AQUA PENNSYLVANIA INC. - PERKIOMEN PFAS PROJECT PWSID 1460069,I,33,467 GRAVEL PIKE,COLLEGEVILLE,MONTGOMERY,1460069,18,DWSRF,"$1,980,000",1/22/2025,"TREAT, PFAS",The current plans include installation of anion exchange (AIX) vessels with pre-filtration for PFAS treatment at the Cranberry 2 well. The proposed project includes replacement of the well pump. The project includes installation of treatment vessels with a heated enclosure for the treatment vessels and valve tree located separately and adjacent to the existing well facilities.,Aqua Pennsylvania Inc. (Aqua PA) serves municipalities throughout southeastern Pennsylvania. Aqua PA has been monitoring perfluoroalkyl substances (PFAS) in its water supply. Samples of water collected at entry points in the Aqua PA Perkiomen Township (PWSID 1460069) system have been analyzed for perfluorooctanoic acid (PFOA) and perfluorooctane sulfonate (PFOS). Analytical results indicate detections of PFOA and PFOS at this site. The results for the first two quarters of 2024 have not exceeded the Pennsylvania Maximum Contaminant Level (MCL) for these two compounds at the proposed project site.,"3,600",38,No,N/A,N/A,$0
19,AQUA PENNSYLVANIA INC. - CHALFONT WELL 14 PFAS PROJECT PWSID 1090005,I,33,P O BOX 80,CHALFONT,BUCKS,1090005,19,APPLICATION PENDING,"$1,900,000",,"TREAT, PFAS","The current plans include replacement of the well pump, and installation of anion exchange resin vessels for PFAS treatment with pre-filtration, with heat tracing and insulation for piping and a heated enclosure for the treatment vessel valve tree, to be located separate and adjacent to the existing well facility.",Aqua Pennsylvania Inc. (Aqua PA) serves municipalities throughout southeastern Pennsylvania. Aqua PA has been monitoring perfluoroalkyl substances (PFAS) in its water supply. Samples of water collected at entry points in the Aqua PA Chalfont system (PWSID 1090005) have been analyzed for perfluorooctanoic acid (PFOA) and perfluorooctane sulfonate (PFOS). Analytical results indicate detections of PFOA and PFOS in these systems.,"5,900",48,No,N/A,N/A,$0
20,HAZLETON CITY AUTHORITY - MOUNT PLEASANT FINISHED WATER STORAGE TANK,II,31,400 E. ARTHUR GARDNER PARKWAY,HAZLETON,LUZERNE,2408001,20,DWSRF,"$6,045,800",10/16/2024,WS,"The proposed project consists of constructing a new 3.0-million-gallon (MG) capacity finished water storage tank at the high point of the existing finished water transmission main on the property already owned by Authority. The project also includes constructing a valve house, installing controls, instrumentation and SCADA communication as well as installing security fencing.",The project is being undertaken due to the strain the high water demands in the area are placing on the overall distribution system. The finished water storage tank will create an operational buffer of storage to all HCA’s filtration plan to operate smoothly and more easily handle the large demands without large fluctuations in pressure and flow.,"45,000",56,No,N/A,N/A,$0
21,CITY OF PHILADELPHIA - 2026 PART 2,,0,1101 MARKET STREET,PHILADELPHIA,PHILADELPHIA,1510001,21,APPLICATION PENDING,"$9,975,000",,LSL,"This project includes the replacement of approximately 950 residential private lead lines within the City of Philadelphia. This project will remove and replace lead and galvanized steel drinking water service lines with new copper service lines. This project will be a replacement of in-kind equipment of existing lead service lines within the PWD service area. No new buildings or structures will be constructed, and the existing building structures at each service line replacement site will not be modified. The replacement will include restoration, customer outreach pre- and post-replacement, additional communications and outreach, and additional tap sampling.","Project will help eliminate lead form the water supply and improve the situation for renters – many of whom are in lower socio-economic groups, on fixed or single-family incomes, and/or with children or elderly populations requiring assistance. This project directly increases public awareness of the risks and sources of lead exposure to all individuals but particularly to low income, vulnerable, and sensitive populations.","1,600,000",,No,N/A,N/A,$0
22,CITY OF PHILADELPHIA - 2026 PART 1,,0,1101 MARKET STREET,PHILADELPHIA,PHILADELPHIA,1510001,22,APPLICATION PENDING,"$9,975,000",,LSL,"This project includes the replacement of approximately 950 residential private lead lines within the City of Philadelphia. This project will remove and replace lead and galvanized steel drinking water service lines with new copper service lines. This project will be a replacement of in-kind equipment of existing lead service lines within the PWD service area. No new buildings or structures will be constructed, and the existing building structures at each service line replacement site will not be modified. The replacement will include restoration, customer outreach pre- and post-replacement, additional communications and outreach, and additional tap sampling.","Project will help eliminate lead form the water supply and improve the situation for renters – many of whom are in lower socio-economic groups, on fixed or single-family incomes, and/or with children or elderly populations requiring assistance. This project directly increases public awareness of the risks and sources of lead exposure to all individuals but particularly to low income, vulnerable, and sensitive populations.","1,600,000",,No,N/A,N/A,$0
23,PENNSYLVANIA AMERICAN - MECHANICSBURG LSLR PHASE 3,,0,852 WESLEY DRIVE,MECHANICSBURG,CUMBERLAND,7210029,23,APPLICATION PENDING,"$5,931,132",,LSL,"The proposed project includes replacement of 346 utility owned/private owned lead and galvanized lead impacted water service lines (complete water service line replacement), all located within the Borough of Mechanicsburg. The proposed water service line replacement process includes excavating an approximate 5’x5’ pit at the existing water main generally within the paved roadway and an approximate 5’x5’ pit at the curb box generally near the public/private property line on the private property side of the roadway curb line. From those pits, it is proposed that the contractor will disconnect the existing lead line and pull a new service line through the same trench line between the two pits (main to curb box) and between the last pit and the home (curb box to home) for a complete lead service line replacement from the house to the watermain. Project components include 3/4"" type k copper service line replacement piping installed via trenched access pits and trenchless installations, restoration, traffic control and erosion and sediment control.",System has a number of services (line between main and the water meter in the residence) that are at least partially constructed of lead pipe. Lead is a large health issue with guidance to eliminate lead throughout the water system. Project will eliminate lead and eliminate chance of lead poisoning within the service area.,"93,368",,No,N/A,N/A,$0
24,PENNSYLVANIA AMERICAN - MECHANICSBURG LSLR PHASE 2,,0,852 WESLEY DRIVE,MECHANICSBURG,CUMBERLAND,7210029,24,APPLICATION PENDING,"$5,211,776",,LSL,"The proposed project includes replacement of 304 utility owned/private owned lead and galvanized lead impacted water service lines (complete water service line replacement), all located within the Borough of Mechanicsburg. The proposed water service line replacement process includes excavating an approximate 5’x5’ pit at the existing water main generally within the paved roadway and an approximate 5’x5’ pit at the curb box generally near the public/private property line on the private property side of the roadway curb line. From those pits, it is proposed that the contractor will disconnect the existing lead line and pull a new service line through the same trench line between the two pits (main to curb box) and between the last pit and the home (curb box to home) for a complete lead service line replacement from the house to the watermain. Project components include 3/4"" type k copper service line replacement piping installed via trenched access pits and trenchless installations, restoration, traffic control and erosion and sediment control.",System has a number of services (line between main and the water meter in the residence) that are at least partially constructed of lead pipe. Lead is a large health issue with guidance to eliminate lead throughout the water system. Project will eliminate lead and eliminate chance of lead poisoning within the service area.,"93,368",,No,N/A,N/A,$0
25,PENNSYLVANIA AMERICAN - COATSVILLE LSLR PHASE 1,I,0,"114 E. LINCOLN HWY, PO BOX 791",COATESVILLE,CHESTER,1150106,25,APPLICATION PENDING,"$4,200,000",,LSL,"The proposed project includes replacement of 240 utility owned/private owned lead and galvanized lead impacted water service lines (complete water service line replacement), all located within the City of Coatesville Census Tracts 3054, 3055 and 3056 service areas. The proposed water service line replacement process includes excavating an approximate 5’x5’ pit at the existing water main generally within the paved roadway and an approximate 5’x5’ pit at the curb box generally near the public/private property line on the private property side of the roadway curb line. From those pits, it is proposed that the contractor will disconnect the existing lead line and pull a new service line through the same trench line between the two pits (main to curb box) and between the last pit and the home (curb box to home) for a complete lead service line replacement from the house to the watermain.",System has a number of owned/privately owned lead and galvanized lead impacted water service lines that are at least partially constructed of lead pipe. Lead is a large health issue with guidance to eliminate lead throughout the water system. Project will help eliminate lead and eliminate chance of lead poisoning within the service area.,"13,000",,No,N/A,N/A,$0
26,GRATZ BOROUGH WATER - LSL REPLACEMENT,III,0,P.O. BOX 305,GRATZ,DAUPHIN,7220005,26,APPLICATION PENDING,"$1,916,050",,LSL,"The project involves lead service line replacement throughout Gratz Borough, together with associated earth, street, and sidewalk restoration. Based on the LSL inventory, 225 water service connections would be replaced. This would involve placement of approximately 10,000 linear feet of new 3/4-inch plastic service lines.","The 1927 construction of the water system typically used lead goosenecks and galvanized service lines to the home. The galvanized service lines are characterized by DEP as needing replacement due to downstream of lead goosenecks. Gratz has copper exceedances of action levels in the past as demonstrated by quarterly sampling following conversion to a failed corrosion control chemical in 2019. Although the former chemical was restored in 2020 with designation of optimum corrosion control in 2021, clearly the potential for health effects from corrosion of old service lines remains, until they are replaced.",750,,No,N/A,N/A,$0
27,CITY OF PHILADELPHIA - 2025 PART 2,,0,1101 MARKET STREET,PHILADELPHIA,PHILADELPHIA,1510001,27,APPLICATION PENDING,"$9,975,000",,LSL,"This project includes the replacement of approximately 950 residential private lead lines within the City of Philadelphia. This project will remove and replace lead and galvanized steel drinking water service lines with new copper service lines. This project will be a replacement of in-kind equipment of existing lead service lines within the PWD service area. No new buildings or structures will be constructed, and the existing building structures at each service line replacement site will not be modified. The replacement will include restoration, customer outreach pre- and post-replacement, additional communications and outreach, and additional tap sampling.","Project will help eliminate lead form the water supply and improve the situation for renters – many of whom are in lower socio-economic groups, on fixed or single-family incomes, and/or with children or elderly populations requiring assistance. This project directly increases public awareness of the risks and sources of lead exposure to all individuals but particularly to low income, vulnerable, and sensitive populations.","1,600,000",,No,N/A,N/A,$0
28,PENNSYLVANIA AMERICAN - PITTSBURGH LSLR - PHASE 7,V,0,410 COOKE LANE,PITTSBURGH,ALLEGHENY,5020039,28,APPLICATION PENDING,"$9,604,000",,LSL,This project will replace a total of 560 lead service lines to include the privately-owned portion when encountered.,System has a number of services lines that are at least partially constructed of lead pipe. Lead is a large health issue with guidance to eliminate lead throughout the water system. Project will help eliminate lead and eliminate chance of lead poisoning within the service area.,"615,543",,No,N/A,N/A,$0
